ISBN,EDITORIAL,TITULO,AUTOR/COLABORADOR,FORMATO,SEMESTRE,AÑO
978-9945-9153-3-4,GRAPHIC COLONIAL,RECONSTRUYE CON LOS PEDAZOS,"THEN, YESENIA (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9135-4-5,MINISTERIO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA (MESCYT),PROGRAMA DE ACCION PARA LA EJECUCION DEL PLAN DE QUINQUENIOS EVALUATIVOS 2019-2025,"DE LOS SANTOS SOLIS, SATURNINO (COORDINADOR EDITORIAL) / CONCEPCION, LOURDES (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9135-5-2,MINISTERIO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA (MESCYT),GUIA PARA LA EJECUCION DEL PROCESO DE AUTOEVALUACION INSTITUCIONAL,"DE LOS SANTOS SOLIS, SATURNINO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9135-6-9,MINISTERIO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA (MESCYT),GUIA PARA LA EJECUCION DEL PROCESO DE EVALUACION EXTERNA,"DE LOS SANTOS SOLIS, SATURNINO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-45-9,EDITORIAL SANTUARIO,4 DIAS DE ABRIL,"FERNANDEZ DOMINGUEZ, OSVALDO A. (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0490-4,"DE LA ROSA GARCIA, JOSE",MATT & ENZO PRACTIQUEMOS EL ALFABETO,"DE LA ROSA GARCIA, JOSE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-16-962-1,"EDITORA BUHO, S.R.L.",LAS ILUSTRACIONES DE LA EDAD DE ORO DE JOSE MARTI,"HERRERA MORENO, ALEJANDRO (AUTOR) / HERRERA DURAN, GRETEL (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8864-3-6,"DIL, S.R.L.",LA METAMORFOSIS,"KAFKA, FRANZ (AUTOR) / DESCONOCIDO (TRADUCTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-612-21-9,ORGANIZACION DE ESTADOS IBEROAMERICANOS,CONTINUIDAD EDUCATIVA EN EDUCACION BASICA: APUESTA PARA TRASCENDER EL MODELO DE ESCUELA NOCTURNA,"CABRERA, FRANCISCO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-015-26-3,SISTEMA DE LA ORGANIZACION DE LAS NACIONES UNIDAS,APORTE AL VALOR AGREGADO DE LA POBLACION DE ORIGEN EXTRANJERO EN LA REPUBLICA DOMINICANA,"CIRIACO CRUZ, ANTONIO (AUTOR) / VARGAS, LUIS H. (AUTOR) / VASQUEZ, SONIA (DIRECTOR) / FRANCO, ELBA (COORDINADOR EDITORIAL) / ESTEVEZ, MIGUELINA (COORDINADOR EDITORIAL) / BATISTA, DANIA (COORDINADOR EDITORIAL) / FLORES, MARIA DEL ROSARIO (EDITOR LITERARIO) / CORTES H., KAREN ",DIGITAL,ENERO-JUNIO,2019
978-9945-015-27-0,SISTEMA DE LA ORGANIZACION DE LAS NACIONES UNIDAS,APORTE AL VALOR AGREGADO DE LA POBLACION DE ORIGEN EXTRANJERO EN LA REPUBLICA DOMINICANA,"CIRIACO CRUZ, ANTONIO (AUTOR) / VARGAS, LUIS H. (AUTOR) / VASQUEZ, SONIA (DIRECTOR) / FRANCO, ELBA (COORDINADOR EDITORIAL) / BATISTA, DANIA (EDITOR) / ESTEVEZ, MIGUELINA (COLABORADOR) / FLORES, MARIA DEL ROSARIO (EDITOR LITERARIO) / CORTES H., KAREN (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9127-4-6,ALPHA EVE,ESCONDITE,"RIVERA PEREZ, NATHALIA MILAGROS (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-580-72-3,UNIVERSIDAD ABIERTA PARA ADULTOS,ARITMETICA Y GEOMETRIA,"MARTINEZ, ELEUTERIO (AUTOR) / TEJADA BETANCOURT, LENNY G. (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0491-1,"EDITORA 9 DE OCTUBRE, JUAN FRANCISCO MARTINEZ ALMANZAR","BONO, LUPERON Y HEUREAUX","MARTINEZ ALMANZAR, JUAN FRANCISCO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-99934-78-87-4,"IMPRESORA SOTO CASTILLO, S. A.",CREANDO CONCIENCIA CIUDADANA EN REPUBLICA DOMINICANA,"MONTERO LEBRON, MIGUEL (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-46-6,EDITORIAL SANTUARIO,MARCIO VELOZ MAGGIOLO.,"LANTIGUA, RAFAEL (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0492-8,"VARGAS GARCIA, YSIDRO",EL SECRETO OCULTO,"VARGAS GARCIA, YSIDRO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9097-7-7,CENTRO CULTURAL EDUARDO LEON JIMENES,ANUARIO 2018,CENTRO CULTURAL EDUARDO LEON JIMENES (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-613-25-4,ARCHIVO GENERAL DE LA NACION,PENSAMIENTOS SOCIALES Y PROCESOS SOCIOHISTORICOS,"FIALLO BILLINI, JOSE ANTINOE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-613-26-1,ARCHIVO GENERAL DE LA NACION,PENSAMIENTOS SOCIALES Y PROCESOS SOCIOHISTORICOS,"FIALLO BILLINI, JOSE ANTINOE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-16-963-8,"EDITORA BUHO, S.R.L.",DEL SUR AL SUR,"MENDEZ, JOSE ENRIQUE (AUTOR) / SANCHEZ NIN, MARIO ROBERTO (AUTOR) / HERRERA, FANIA (AUTOR) / SANCHEZ NIN, PROYECTO CULTURAL SUR SANTO DOMINGO (COORDINADOR EDITORIAL)",IMPRESO,ENERO-JUNIO,2019
978-9945-613-27-8,ARCHIVO GENERAL DE LA NACION,AL MARGEN DE ORTEGA Y GASSET,"JIMENES GRULLON, JUAN ISIDRO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-613-28-5,ARCHIVO GENERAL DE LA NACION,AL MARGEN DE ORTEGA Y GASSET,"JIMENES GRULLON, JUAN ISIDRO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-616-04-0,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,CONSOLIDACION DEL ESTADO CONSTITUCIONAL DE DERECHO Y SUS CONSECUENCIAS EN LA ADMINISTRACION DE JUSTICIA,"LOPEZ HILARIO, JORGE ANTONIO (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0493-5,"SIMO, ERIC",SIETE SECRETOS BIBLICOS PARA VIVIR LIBRE DEL ESTRES Y OTROS TEMAS,"REYES RAPOSO, MIGUEL ANDRES (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9185-0-2,NINON LEON DE SALEME,INFRAESTRUCTURAS,"MOYA PONS, FRANK (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0496-6,"VILLAFAÑA CASTILLO, JULIO CESAR",COMUNICACION NO VERBAL CIENTIFICA EN EL CAMPO DE LA PSICOLOGIA,"VILLAFAÑA CASTILLO, JULIO CESAR (AUTOR) / VILLAFAÑA, OSCAR (ILUSTRADOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9183-1-1,BIEN-ETRE MEDIA,LA TERCERA NO ES LA VENCIDA,"AQUINO, ESTEBAN (DISEÑADOR) / GONZALEZ BAEZ, KEILA (COORDINADOR EDITORIAL) / CASTILLO, SUSATY ",DIGITAL,ENERO-JUNIO,2019
978-9945-423-45-7,UNIVERSIDAD APEC,EXPERIENCIAS DOCENTES POTENCIANDO LOS RESULTADOS DE APRENDIZAJE,"AUTORBAZIL DEÑO Y OTROS, ADA OLIVA (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9183-2-8,BIEN-ETRE MEDIA,¿QUIEN SOY?,"RODRIGUEZ, YOHANLY (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-616-05-7,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,DISTANTES Y DISTINTOS. COMUNICACION PROFESOR-ESTUDIANTE EN LA UNIVERSIDAD DOMINICANA,"FERNANDEZ PEQUEÑO, JOSE M. (AUTOR) / ULLOA HUNG, JORGE (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-616-06-4,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,SANCOCHO DOMINICANO. PERSISTENCIA Y SIMBOLISMO DE UN PLATO,"GALAN, BISMAR (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-616-07-1,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,LA PALABRA Y OTRO ENSAYO,"SANCHEZ FELIZ, RUBEN (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9186-0-1,INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE,PLAN ESTRATEGICO NACIONAL DE SEGURIDAD VIAL DE MOTOCICLETAS PARA LA REPUBLICA DOMINICANA,INSTITUTO UNIVERSITARIO DE TRAFICO Y SEGURIDAD VIAL DE LA UNIVERSIDAD DE VALENCIA (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-614-47-3,EDITORIAL SANTUARIO,ORACIONES POR LA REPUBLICA DOMINICANA,NORMA HOLGUIN-VERAS BELLIARD (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-614-49-7,EDITORIAL SANTUARIO,DESPEGA,JAIME DE CASACUBERTA (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-8-0494-2,"RAMIREZ VARELA, PEDRO SERGIO","BULTO, AGUAJE Y MOVIMIENTO","MANUEL ANTONIO CORDONES JHONSON, REPUBLICA DOMINICANA (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9153-4-1,GRAPHIC COLONIAL,LA EDUCACION COMO DESTINO,"GARCIA LOPEZ, ARELIS (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9141-6-0,PARTICIPACION CIUDADANA,"EVALUACION DEL PROYECTO PILOTO DE PAGOS POR SERVICIOS AMBIENTALES HIDRICOS DE LA CUENCA DEL RIO YAQUE DEL NORTE COMO MECANISMO PARA PROMOVER LA RESILIENCIA ANTE LOS EFECTOS DEL CLIMA, EN JARABACOA, LA VEGA, REPUBLICA DOMINICANA",FUNDACION REDDOM (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-613-29-2,ARCHIVO GENERAL DE LA NACION,EL EXILIO REPUBLICANO EN SANTO DOMINGO 1939-1940,"GONZALEZ TEJERA, NATALIA (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-48-0,EDITORIAL SANTUARIO,MARCADO POR EL DESTINO,"ACOSTA, GREY (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0495-9,"SABA CABRAL, ANGEL RAMON",COSAS DEL ALMA,"LARA, OLGA (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9135-7-6,MINISTERIO DE EDUCACION SUPERIOR CIENCIA Y TECNOLOGIA (MESCYT),MINUTOS PARA EL PENSAMIENTO,"VARGAS PEÑA, DANIEL (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9182-1-2,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,LATIDOS DE DIOS,"PEREZ, JOSE E. (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9182-2-9,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,TESOROS DE LAS ESCRITURAS I,"DE JESUS DE LEON, ELVIS (AUTOR) / DUARTE MARTINEZ, ANGEL AGUSTIN (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9182-3-6,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,CODIGOS DE LAS LETRAS HEBREAS,"DE JESUS DE LEON, ELVIS (AUTOR) / DUARTE MARTINEZ, ANGEL AGUSTIN (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0497-3,"TRINIDAD NG, YIN LAI MELANIE",ISS UND WACHSE,"LOPEZ TALLAJ, LUIS (AUTOR) / CHRISTIAN, MARC J. (TRADUCTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0498-0,"TRINIDAD NG, YIN LAI MELANIE",MANGIA E CRESCI,"LOPEZ TALLAJ, LUIS (AUTOR) / DE MARRA, ANTONIETTA (TRADUCTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9181-2-0,ULTIMOS MONSTRUOS EDITORES,COLONIZAR EL SIGLO 21,"TEJADA, DANIELA (COMPILADOR) / BAEZ, RODOLFO (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-51-0,EDITORIAL SANTUARIO,"LEON DAVID, OBRAS Y AUTORES EXTRANJEROS, TOMO VLL","AUTORLEON, DAVID - REPUBLICA DOMINICANA (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-50-3,EDITORIAL SANTUARIO,LEONA O LA FIERA VIDA,ANGELA HERNANDEZ NUÑEZ (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-9178-3-3,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",DIAGNOSTICO DE LA PRODUCCION ESTADISTICA NACIONAL Y SECTORIAL CON PERSPECTIVA DE GENERO.,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2019
978-9945-9178-4-0,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO","DISCAPACIDAD EN NIÑOS, NIÑAS Y ADOLESCENTES EN LA REPUBLICA DOMINICANA: SITUACION Y RESPUESTA.",OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2019
978-9945-9178-5-7,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",POLITICA DE TRANSVERSALIZACION DEL ENFOQUE DE GENERO EN LAS ESTADISTICAS OFICIALES: POLITICA Y PLAN DE ACCION.,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2019
978-9945-9178-6-4,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",TRANSVERSALIZACION DE GENERO EN LAS ESTADISTICAS OFICIALES 2019-2022. GUIA PARA LA SOCIALIZACION E IMPLEMENTACION DE LA POLITICA EN EL SISTEMA ESTADISTICO NACIONAL (SEN).,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,ENERO-JUNIO,2019
978-9945-501-54-4,EDITORA UNIVERSITARIA UASD,LIVRE DE CONJUGAISON DE VERBES POUR COMMUNIQUER BIEN LE FRANÇAIS,"TOLENTINO, MARTHA (AUTOR) / REYES CAMACHO, STEPHANIE MARANGELY (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9141-7-7,PARTICIPACION CIUDADANA,GUIA COMUNITARIA PARA CONOCER COMO SE COMPRA Y SE CONTRATA EN TU MUNICIPIO. ELEMENTOS PARA UN CONTROL EFICIENTE,"EDITORA BUHO, C. POR A. (DISEÑADOR) / O. ROJAS & CONSULTORES (ORC) (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-606-39-3,EDITORA DALIS,RESOLUCION 2454-2018,EDITORA DALIS (COMPILADOR),IMPRESO,ENERO-JUNIO,2019
978-9945-8-0499-7,"TRINIDAD NG, YIN LAI MELANIE",COME E CRESCE,"LOPEZ TALLAJ, LUIS (AUTOR) / MOTA, RODOLFO (TRADUCTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-616-08-8,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,QUISQUEYA SUMMERS: EXPERIMENTO 65,"BATISTA LEMAIRE, OLIVIER (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0506-2,"FERRARI WINZEY, CAROLINA",A BORDO DEL IMPERIA,CAROLINA FERRARI WINZEY (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-8-0505-5,"MATEO CABRAL, LORENZO",GOBERNANZA GLOBAL Y GEOPOLITICA,"MATEO, NICOLAS (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-613-30-8,ARCHIVO GENERAL DE LA NACION,CAUSA NUM. 1225-1950 POR EL SECUESTRO Y DESAPARICION DE MAURICIO BAEZ,"ACOSTA MATOS, ELIADES (COMPILADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0500-0,"LOPEZ FAMILIA, JOSE RAFAEL",GEOPOLITICA SIGLO XXI,"LOPEZ FAMILIA, JOSE RAFAEL (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0501-7,"TRINIDAD NG, YIN LAI MELANIE",EAT AND GROW,"LOPEZ TALLAJ, LUIS (AUTOR) / TRINIDAD, YIN LAI (TRADUCTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0502-4,"TRINIDAD NG, YIN LAI MELANIE",COME Y CRECE,"LOPEZ TALLAJ, LUIS (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0503-1,"CUSTODIO SAVIÑON, ROBERTO CLEMENTE",DESTELLO DE AMOR,"CUSTODIO SAVINON, ROBERTO CLEMENTE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-8-0504-8,"CUSTODIO SAVIÑON, ROBERTO CLEMENTE",ESENCIA CELESTIAL,"CUSTODIO SAVINON, ROBERTO CLEMENTE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-580-73-0,UNIVERSIDAD ABIERTA PARA ADULTOS,PROPEDEUTICO DE MATEMATICA PARA INGENIEROS,"GOMEZ, NELSON (AUTOR) / TEJADA, LENNYS (EDITOR LITERARIO)",IMPRESO,ENERO-JUNIO,2019
978-9945-16-964-5,"EDITORA BUHO, S.R.L.",EL GRAN ESECHIA,"ROSARIO DE LA ROSA, STARLYN JUNIOR (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-616-09-5,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,APRENDIENDO A VOLAR,"TACTUK, AURORA (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9039-9-7,COMUNIDAD DE LA VISITACION Y DE LA EUCARISTIA,COMPONENTES BASICOS DE LA RENOVACION,"JUANES, BENIGNO (AUTOR) / PICHARDO, MOLLY (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9187-0-0,COMUNIDAD DE LA VISITACION Y DE LA EUCARISTIA,INTRODUCCION A LA CURACION INTERIOR Y FISICA,"JUANES, BENIGNO (AUTOR) / PICHARDO, MOLLY (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9127-5-3,ALPHA EVE,LA GUAGUA VOLADORA,"HERNANDEZ PERDOMO, NICOLE MARIE (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-608-36-6,EDITORIAL ISLA NEGRA,CHOCOLAT,"LUGO RAMIREZ, DORIS E. (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-52-7,EDITORIAL SANTUARIO,LA NARRATIVA DE VIRGILIO ALEJANDRO DÌAZ GRULLON,MIGUEL ANGEL BELTRAN ALVAREZ (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-611-39-7,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 0,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / CID, HENRY (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-40-3,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 1,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / CID, HENRY (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-41-0,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 2,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / CID, HENRY (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-42-7,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 3,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / CID, HENRY (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-53-4,EDITORIAL SANTUARIO,SABORES DEL BOSQUE,"AUTORSILVERIO, LEO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-608-37-3,EDITORIAL ISLA NEGRA,VUELOS DEL VERTIGO,"BRUNO MENDOZA, ALEXIS X. (COMPILADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-43-4,ACTUALIDAD ESCOLAR 2000,NARRA CUENTOS,"LOPEZ GENAO, CRUZ ALTAGRACIA (AUTOR) / SANDOVAL, RAMON LUCIA (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-44-1,ACTUALIDAD ESCOLAR 2000,NARRA CUENTOS,"LOPEZ GENAO, CRUZ ALTAGRACIA (AUTOR) / SANDOVAL, RAMON LUCIA (ILUSTRADOR) / PAYAN, CAROLINA (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-45-8,ACTUALIDAD ESCOLAR 2000,12 CUENTOS PARA LEER Y COMPRENDER,"LOPEZ GENAO, CRUZ ALTAGRACIA (AUTOR) / CID, HENRY (ILUSTRADOR) / VELOZ CABRAL, VERONICA A. (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-46-5,ACTUALIDAD ESCOLAR 2000,12 CUENTOS PARA LEER Y COMPRENDER,"LOPEZ GENAO, CRUZ ALTAGRACIA (AUTOR) / CID, HENRY (ILUSTRADOR) / VELOZ CABRAL, VERONICA A. (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-616-10-1,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,UNA CENTURIA TOCANDO ACORDEON: DE ÑICO LORA A TATICO HENRIQUEZ,"CARRERAS AGUILERA, PEDRO (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-616-11-8,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,ANTIHEROES ONETTIANOS: HABITANTES DE PROYECTOS FALLIDOS,"PAULINO CHEVALIER, REYNALDO (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9182-4-3,PUBLICACIONES LIBERTAD /ESDRAC MOLINA ROSA,ME ARREPIENTO DE MI PECADO,"SANCHEZ RODRIGUEZ, MANUEL DE JESUS (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-54-1,EDITORIAL SANTUARIO,HISTORIA DE LA PROVINCIA SANTIAGO RODRIGUEZ,"FERNANDEZ, PAPO (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-55-8,EDITORIAL SANTUARIO,NUNCA DIGAS SIEMPRE,CAROL G Q (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-616-12-5,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,LA SOCIEDAD BUCANERA: UN ACONTECIMIENTO UNICO E IRREPETIBLE EN LA HISTORIA DEL CARIBE,"ALARCON POLANCO, EDYNSON FRANCISCO (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-9067-8-3,OCEANO AZUL EDICIONES,REALIDAD SOCIOPOLITICA DOMINICANA Y REFLEXIONES DIVERSAS,"CUESTA, MODESTO (COORDINADOR EDITORIAL) / PARED PEREZ, REINALDO (PROLOGUISTA) / VALDES, JULIAN (EDITOR LITERARIO) / MATEO, VICTOR (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9175-2-9,INSTITUTO TECNOLOGICO DE SANTO DOMINGO,INSTRUCTIVO ACERCA DE LOS EXAMENES REQUERIDOS PARA OBTENER LICENCIAS MEDICAS EN LOS ESTADOS UNIDOS,"HERRERA, DHARMA (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9168-7-4,ZEMI PUBLICACIONES,ANIMALES ANTIGUOS,"LAMARCHE, RUBEN (AUTOR)",DIGITAL,ENERO-JUNIO,2019
978-9945-8-0507-9,"EVERTZ AVELINO, ENMANUEL",PAPAYA SPLASH VOLUMEN 2,"EVERTZ, ENMANUEL (ILUSTRADOR) / TORIBIO, GABRIEL A. (AUTOR) / SANTANA ALVARADO, MICHAEL (AUTOR) / HERNANDEZ, ARIEL (DISEÑADOR) / VALDEZ DE LA CRUZ HERNANDEZ, KELVYN GABRIEL (ILUSTRADOR) / FULCAR, ADRIAN (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-9141-8-4,PARTICIPACION CIUDADANA,IMPLEMENTACION DEL PRESUPUESTO PARTICIPATIVO EN EL MARCO DE LA LEY NO. 176-07,"ORTI, ALBERTO (AUTOR) / MONTESANO, FELIPE (AUTOR) / SOLANO, GILDA (AUTOR) / EDITORA BUHO, C. POR A. (DISEÑADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-16-965-2,"EDITORA BUHO, S.R.L.","JOHNNY ABBES ¡VIVO, SUELTO Y SIN EXPEDIENTE!","RAFUL, TONY (AUTOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-613-31-5,ARCHIVO GENERAL DE LA NACION,CUBA EN LA ANEXION DE SANTO DOMINGO A ESPAÑA,"PORTUONDO ZUÑIGA, OLGA (COMPILADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-614-56-5,EDITORIAL SANTUARIO,EL CARACOL ALADO,FRANCO ESPINO CORONADO (AUTOR),IMPRESO,ENERO-JUNIO,2019
978-9945-611-47-2,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 0,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / PAYAN, CAROLINA (DISEÑADOR) / CID, HENRY (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-48-9,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 1,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / PAYAN, CAROLINA (DISEÑADOR) / CID, HENRY (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-49-6,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 2,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / PAYAN, CAROLINA (DISEÑADOR) / CID, HENRY (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-50-2,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 3,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / PAYAN, CAROLINA (DISEÑADOR) / CID, HENRY (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2019
978-9945-611-51-9,ACTUALIDAD ESCOLAR 2000,TILIN TILIN 0,"DE LA ROSA, MARIA DEL JESUS (AUTOR) / PAYAN, CAROLINA (AUTOR) / PAYAN, CAROLINA (DISEÑADOR) / CID, HENRY (ILUSTRADOR)",IMPRESO,ENERO-JUNIO,2019
